Billing document,Billing Type,Calendar Day,Material group,,Plant,,Sales Office,,Sold-to party,Billing Qty:Base UoM
5172001251,ZP06,20.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,25489,1.5
5172001252,ZP06,20.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,25489,2.5
5172001253,ZP06,21.03.2018,FG0014,HDPE 2 - GLEX,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,30131,15
5172001254,ZP06,21.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,30803,3
5172001255,ZP06,21.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,32226,2
5172001256,ZP06,21.03.2018,FG0003,LLDPE - GLENE,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,20997,10
5172001257,ZP06,21.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,20997,5
5172001258,ZP06,22.03.2018,FG0001,HDPE - GLENE,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,31148,3.5
5172001259,ZP06,22.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,28718,0.5
5172001260,ZP06,22.03.2018,FG0003,LLDPE - GLENE,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,28718,2
5172001261,ZP06,22.03.2018,FG0003,LLDPE - GLENE,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,28718,1.8
5172001262,ZP06,22.03.2018,FG0003,LLDPE - GLENE,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,28718,1.2
5172001263,ZP06,23.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27695,2.5
5172001264,ZP06,23.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27695,2.5
5172001265,ZP06,23.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27316,2
5172001266,ZP06,24.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27695,2
5172001267,ZP06,24.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27695,2
5172001268,ZP06,24.03.2018,FG0001,HDPE - GLENE,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,28132,1
5172001269,ZP06,26.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27695,2.5
5172001270,ZP06,26.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27695,2.5
5172001271,ZP06,26.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27695,2
5172001272,ZP06,28.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27316,2
5172001273,ZP06,29.03.2018,FG0001,HDPE - GLENE,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,29053,3.05
5172001274,ZP06,29.03.2018,FG0001,HDPE - GLENE,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,29053,0.95
5172001275,ZP06,29.03.2018,FG0001,HDPE - GLENE,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,29053,1.5
5172001276,ZP06,29.03.2018,FG0001,HDPE - GLENE,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,29053,7
5172001277,ZP06,29.03.2018,FG0014,HDPE 2 - GLEX,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,30131,2.5
5172001278,ZP06,29.03.2018,FG0014,HDPE 2 - GLEX,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,30131,2.5
5172001279,ZP06,29.03.2018,FG0014,HDPE 2 - GLEX,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,30131,2.5
5172001280,ZP06,29.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,20997,10
5172001281,ZP06,29.03.2018,FG0014,HDPE 2 - GLEX,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,30131,3
5172001282,ZP06,29.03.2018,FG0014,HDPE 2 - GLEX,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,30131,2.5
5172001283,ZP06,30.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27316,2
5172001284,ZP06,30.03.2018,FG0014,HDPE 2 - GLEX,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,30133,1
5172001285,ZP06,31.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27316,2
5172001286,ZP06,31.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27316,1
5172001287,ZP06,31.03.2018,FG0014,HDPE 2 - GLEX,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,30131,1
5172001288,ZP06,31.03.2018,FG0014,HDPE 2 - GLEX,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,30131,1.5
5172001289,ZP06,31.03.2018,FG0014,HDPE 2 - GLEX,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,30133,3
5172001290,ZP06,31.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,20997,10
5172001291,ZP06,31.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,30387,2.5
5172001292,ZP06,31.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,30387,2.5
5172001293,ZP06,31.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,30387,2
5172001294,ZP06,31.03.2018,FG0014,HDPE 2 - GLEX,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,30133,2
5172001295,ZP06,31.03.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,28718,1.5
5172001296,ZP06,02.04.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,21174,5
5172001297,ZP06,02.04.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27695,2
5172001298,ZP06,03.04.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27695,2
5172001299,ZP06,04.04.2018,FG0002,HDPE - GLEX,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27695,2
5172001300,ZP06,05.04.2018,FG0003,LLDPE - GLENE,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27695,2.5
5172001301,ZP06,05.04.2018,FG0003,LLDPE - GLENE,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27695,2.5
5172001302,ZP06,05.04.2018,FG0003,LLDPE - GLENE,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27695,1
5172001303,ZP06,05.04.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27695,1.5
5172001304,ZP06,05.04.2018,FG0023,LLDPE U PC-II,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27695,2.5
5172001305,ZP06,05.04.2018,FG0014,HDPE 2 - GLEX,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,30131,3
5172001306,ZP06,05.04.2018,FG0002,HDPE - GLEX,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,30133,3
5172001307,ZP06,05.04.2018,FG0002,HDPE - GLEX,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,30133,2.5
5172001308,ZP06,05.04.2018,FG0002,HDPE - GLEX,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,30133,2
5172001309,ZP06,06.04.2018,FG0002,HDPE - GLEX,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27695,2.5
5172001310,ZP06,06.04.2018,FG0002,HDPE - GLEX,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27695,2.2
5172001311,ZP06,06.04.2018,FG0002,HDPE - GLEX,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,27695,0.3
5172001312,ZP06,06.04.2018,FG0002,HDPE - GLEX,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,30133,1
5172001313,ZP06,07.04.2018,FG0002,HDPE - GLEX,5172,Ganpti Agencies Pvt.,1300,LUCKNOW Zonal Office,30133,4
5173003123,ZP06,02.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,26622,5
5173003124,ZP06,02.01.2018,FG0022,HDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,26622,5
5173003125,ZP06,02.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,27256,2
5173003126,ZP06,02.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,27894,3
5173003127,ZP06,02.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,5
5173003128,ZP06,02.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,5
5173003129,ZP06,02.01.2018,FG0003,LLDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,2
5173003130,ZP06,02.01.2018,FG0003,LLDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,0.45
5173003131,ZP06,02.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,0.5
5173003132,ZP06,02.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,1.175
5173003133,ZP06,02.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,0.325
5173003134,ZP06,02.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,31329,2
5173003135,ZP06,02.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,2
5173003136,ZP06,02.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,1
5173003137,ZP06,02.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,3.775
5173003138,ZP06,02.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,0.1
5173003139,ZP06,02.01.2018,FG0014,HDPE 2 - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,5
5173003140,ZP06,02.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,0.4
5173003141,ZP06,02.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,5
5173003142,ZP06,02.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,31329,2
5173003143,ZP06,03.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,26622,10
5173003144,ZP06,03.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,30377,0.5
5173003145,ZP06,03.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,28409,3
5173003146,ZP06,03.01.2018,FG0014,HDPE 2 - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,27255,3
5173003147,ZP06,03.01.2018,FG0014,HDPE 2 - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,27255,2
5173003148,ZP06,03.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,30611,6
5173003149,ZP06,03.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,31329,2
5173003150,ZP06,04.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,26622,6
5173003151,ZP06,04.01.2018,FG0003,LLDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,26622,1
5173003152,ZP06,04.01.2018,FG0003,LLDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,26622,1
5173003153,ZP06,04.01.2018,FG0003,LLDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,26622,1
5173003154,ZP06,04.01.2018,FG0003,LLDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,26622,1
5173003155,ZP06,04.01.2018,FG0003,LLDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,28135,2
5173003156,ZP06,04.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,31329,1
5173003157,ZP06,04.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,31329,1
5173003158,ZP06,05.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,31251,10
5173003159,ZP06,05.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,31329,0.5
5173003160,ZP06,05.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,31329,0.5
5173003161,ZP06,05.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,27894,3
5173003162,ZP06,05.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,31329,1
5173003163,ZP06,05.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,30377,0.5
5173003164,ZP06,05.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,30377,1
5173003165,ZP06,06.01.2018,FG0022,HDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,26622,0.275
5173003166,ZP06,06.01.2018,FG0022,HDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,26622,0.725
5173003167,ZP06,06.01.2018,FG0022,HDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,26622,5
5173003168,ZP06,06.01.2018,FG0022,HDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,26622,2.5
5173003169,ZP06,06.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,26622,15
5173003170,ZP06,06.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,26622,15
5173003171,ZP06,06.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,28135,1
5173003172,ZP06,06.01.2018,FG0003,LLDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,28135,1
5173003173,ZP06,08.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,26622,3
5173003174,ZP06,08.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,26622,15
5173003175,ZP06,08.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,31329,2
5173003176,ZP06,08.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,30377,1
5173003177,ZP06,08.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,30377,0.5
5173003178,ZP06,08.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,28409,3
5173003179,ZP06,08.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,28135,2
5173003180,ZP06,09.01.2018,FG0003,LLDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,26622,11
5173003181,ZP06,09.01.2018,FG0003,LLDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,26622,4
5173003182,ZP06,09.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,27894,3
5173003183,ZP06,09.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,27256,5
5173003184,ZP06,09.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,28135,2
5173003185,ZP06,09.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,27255,2
5173003186,ZP06,09.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,27255,1
5173003187,ZP06,10.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,28187,2
5173003188,ZP06,10.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,28187,1
5173003189,ZP06,10.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,28135,2
5173003190,ZP06,10.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,31329,1
5173003191,ZP06,10.01.2018,FG0003,LLDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,31329,1
5173003192,ZP06,10.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,8.375
5173003193,ZP06,10.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,3
5173003194,ZP06,10.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,2
5173003195,ZP06,10.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,5
5173003196,ZP06,10.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,5.125
5173003197,ZP06,10.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,1.5
5173003198,ZP06,10.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,5
5173003199,ZP06,10.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,1
5173003200,ZP06,10.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,26622,5
5173003201,ZP06,10.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,26622,3
5173003202,ZP06,10.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,26622,2
5173003203,ZP06,10.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,26622,10
5173003204,ZP06,10.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,28187,1
5173003205,ZP06,10.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,3
5173003206,ZP06,10.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,5
5173003207,ZP06,11.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,30377,1
5173003208,ZP06,11.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,30377,0.5
5173003209,ZP06,11.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,28187,1
5173003210,ZP06,11.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,30377,0.5
5173003211,ZP06,11.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,28409,1
5173003212,ZP06,11.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,27894,2
5173003213,ZP06,11.01.2018,FG0003,LLDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,31329,2
5173003214,ZP06,12.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,27271,5
5173003215,ZP06,13.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,27894,2
5173003216,ZP06,13.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,31286,2
5173003217,ZP06,13.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,31286,1
5173003218,ZP06,13.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,31286,0.25
5173003219,ZP06,13.01.2018,FG0003,LLDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,31286,0.5
5173003220,ZP06,13.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,30611,6.5
5173003221,ZP06,15.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,30377,0.5
5173003222,ZP06,15.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,31329,1
5173003223,ZP06,15.01.2018,FG0003,LLDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,31329,1
5173003224,ZP06,16.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,28409,2
5173003225,ZP06,17.01.2018,FG0014,HDPE 2 - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,28511,10
5173003226,ZP06,17.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,27255,3
5173003227,ZP06,17.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,31286,3
5173003228,ZP06,17.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,27959,2
5173003229,ZP06,17.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,5
5173003230,ZP06,17.01.2018,FG0003,LLDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,5
5173003231,ZP06,17.01.2018,FG0003,LLDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,2
5173003232,ZP06,17.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,3
5173003233,ZP06,17.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,5
5173003234,ZP06,17.01.2018,FG0003,LLDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,8
5173003235,ZP06,17.01.2018,FG0003,LLDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,7
5173003236,ZP06,17.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,0.15
5173003237,ZP06,17.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,0.5
5173003238,ZP06,17.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,8
5173003239,ZP06,17.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,8
5173003240,ZP06,17.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,4
5173003241,ZP06,17.01.2018,FG0014,HDPE 2 - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,3
5173003242,ZP06,17.01.2018,FG0002,HDPE - GLEX,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,3
5173003243,ZP06,17.01.2018,FG0001,HDPE - GLENE,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,29996,0.025
5173003244,ZP06,17.01.2018,FG0023,LLDPE U PC-II,5173,NAVYUG POLYSTOCK CEN,1300,LUCKNOW Zonal Office,27256,5
