Billing document,Billing Type,Calendar Day,Material group,,Plant,,Sales Office,,Sold-to party,Billing Qty:Base UoM
5010603130,ZP13,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32030,17
5010603131,ZP13,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32030,17
5010603132,ZP13,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31686,17
5010603133,ZP13,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31686,17
5010603134,ZP13,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31686,17
5010603135,ZP13,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31686,17
5010603136,ZP13,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31686,17
5010603137,ZP13,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31686,17
5010603138,ZP13,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31686,17
5010603139,ZP01,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1300,LUCKNOW Zonal Office,28189,15
5010603140,ZP13,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31686,17
5010603141,ZP13,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31686,17
5010603142,ZP01,13.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,31266,16
5010603143,ZP13,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31686,17
5010603144,ZP01,13.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,2100,AHMEDABAD ZNL Office,29759,15.5
5010603145,ZP13,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31686,17
5010603146,ZP01,13.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,1300,LUCKNOW Zonal Office,31386,10.939
5010603147,ZP01,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,24704,16
5010603148,ZP01,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31325,9
5010603149,ZP01,13.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,1300,LUCKNOW Zonal Office,31386,4.962
5010603150,ZP01,13.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21445,17
5010603151,ZP01,13.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21445,4
5010603152,ZP01,13.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,3000,KOLKATA Zonal Office,25719,17
5010603153,ZP01,13.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,3000,KOLKATA Zonal Office,25719,4
5010603154,ZP13,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31686,17
5010603155,ZP13,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31686,17
5010603156,ZP13,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31686,17
5010603157,ZP13,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31686,17
5010603158,ZP13,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31686,17
5010603159,ZP01,13.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,30952,19.95
5010603160,ZP01,13.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,4200,BENGALURU ZNL Office,30025,21
5010603161,ZP01,13.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,4000,CHENNAI Zonal Office,29477,21
5010603162,ZP01,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31158,25
5010603163,ZP01,13.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31161,16
5010603164,ZP01,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,30302,20
5010603165,ZP01,13.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,1300,LUCKNOW Zonal Office,31588,20
5010603166,ZP01,13.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1300,LUCKNOW Zonal Office,31588,8
5010603167,ZP01,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,30302,20
5010603168,ZP01,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,3000,KOLKATA Zonal Office,30514,21
5010603169,ZP01,13.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31262,16
5010603170,ZP01,13.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,1000,NCR Zonal Office,29378,15
5010603171,ZP01,13.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21453,15
5010603172,ZP01,13.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,4200,BENGALURU ZNL Office,23276,10
5010603173,ZP01,13.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,4200,BENGALURU ZNL Office,23001,21
5010603174,ZP01,13.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,4200,BENGALURU ZNL Office,23276,11
5010603175,ZP01,13.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,29759,2
5010603176,ZP01,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2100,AHMEDABAD ZNL Office,29759,26
5010603177,ZP01,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,25
5010603178,ZP01,13.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,4100,HYDERABAD ZNL Office,26426,11
5010603179,ZP01,13.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,4100,HYDERABAD ZNL Office,31376,5
5010603180,ZP01,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,4100,HYDERABAD ZNL Office,31376,3
5010603181,ZP01,13.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1300,LUCKNOW Zonal Office,21149,20
5010603182,ZP01,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,4100,HYDERABAD ZNL Office,31376,2
5010603183,ZP01,13.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,22524,21
5010603184,ZP01,13.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1300,LUCKNOW Zonal Office,21149,20
5010603185,ZP01,13.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,31225,21
5010603186,ZP01,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1300,LUCKNOW Zonal Office,30211,8
5010603187,ZP01,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,2
5010603188,ZP01,13.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,18
5010603189,ZP01,13.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,30654,19.604
5010603190,ZP01,13.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21517,16
5010603191,ZP01,13.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,1400,BHOPAL Zonal Office,30062,21
5010603192,ZP01,13.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,4200,BENGALURU ZNL Office,23001,21
5010603193,ZP01,13.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,1300,LUCKNOW Zonal Office,21081,20
5010603194,ZP01,13.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21445,21
5010603195,ZP01,13.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21445,20
5010603196,ZP01,13.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,21777,21
5010603204,ZP01,14.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1000,NCR Zonal Office,30952,20
5010603205,ZP01,14.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,21517,15
5010603206,ZP01,14.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,21517,15
5010603207,ZP01,14.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,21517,15
5010603208,ZP01,14.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1300,LUCKNOW Zonal Office,31588,28
5010603209,ZP01,14.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,30723,16
5010603210,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31158,25
5010603211,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,20
5010603212,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2100,AHMEDABAD ZNL Office,26702,21
5010603213,ZP01,14.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,1300,LUCKNOW Zonal Office,29049,20
5010603214,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,4100,HYDERABAD ZNL Office,25095,21
5010603215,ZP01,14.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,31266,15
5010603216,ZP01,14.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,31266,16
5010603217,ZP01,14.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,31266,16
5010603218,ZP01,14.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,31258,21
5010603219,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,30302,5
5010603220,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,30302,15
5010603221,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1100,CHANDIGARH ZNLOffice,31070,16
5010603222,ZP01,14.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,1100,CHANDIGARH ZNLOffice,26661,15
5010603223,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,25
5010603224,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,1
5010603225,ZP01,14.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1300,LUCKNOW Zonal Office,21149,20
5010603226,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,4100,HYDERABAD ZNL Office,25095,21
5010603227,ZP01,14.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,31887,3
5010603228,ZP01,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2100,AHMEDABAD ZNL Office,31887,13
5010603229,ZP01,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,30240,25
5010603230,ZP01,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,30240,20
5010603235,ZP01,14.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1000,NCR Zonal Office,30302,25
5010603236,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1300,LUCKNOW Zonal Office,31589,21
5010603237,ZP01,14.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,25781,21
5010603238,ZP01,14.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,31266,21
5010603239,ZP01,14.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21517,21
5010603240,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,31717,15
5010603241,ZP01,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2100,AHMEDABAD ZNL Office,29099,5
5010603242,ZP01,14.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,22325,3
5010603243,ZP01,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2100,AHMEDABAD ZNL Office,22325,8
5010603245,ZP01,14.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,27331,16
5010603246,ZP01,14.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,25781,21
5010603247,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2100,AHMEDABAD ZNL Office,31656,16
5010603248,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2100,AHMEDABAD ZNL Office,26702,28
5010603249,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1300,LUCKNOW Zonal Office,28189,15
5010603250,ZP01,14.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,4100,HYDERABAD ZNL Office,25095,21
5010603251,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,25165,21
5010603252,ZP01,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,1300,LUCKNOW Zonal Office,31588,25
5010603253,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,30302,20
5010603254,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,30938,25
5010603255,ZP01,14.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,28000,15
5010603256,ZP01,14.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,1000,NCR Zonal Office,28906,15
5010603257,ZP01,14.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,31325,25
5010603258,ZP01,14.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1300,LUCKNOW Zonal Office,31588,12
5010603260,ZP01,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,1300,LUCKNOW Zonal Office,31588,9
5010603261,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,31615,15
5010603262,ZP01,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2100,AHMEDABAD ZNL Office,29289,21
5010603264,ZP01,14.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,1000,NCR Zonal Office,29646,15
5010603266,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,30938,15
5010603267,ZP01,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2100,AHMEDABAD ZNL Office,22647,16
5010603268,ZP01,14.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1000,NCR Zonal Office,30302,20
5010603269,ZP01,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,30240,25
5010603270,ZP01,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,30240,25
5010603271,ZP01,14.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,28000,16
5010603272,ZP01,14.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21437,21
5010603273,ZP13,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,30957,17
5010603274,ZP13,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,30957,17
5010603275,ZP01,14.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1200,JAIPUR Zonal Office,29724,15
5010603276,ZP13,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,30957,17
5010603277,ZP13,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,30957,17
5010603278,ZP13,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,30957,17
5010603279,ZP13,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,30957,17
5010603280,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,31615,15
5010603281,ZP13,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,30957,17
5010603282,ZP13,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,30957,17
5010603283,ZP13,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,30957,17
5010603284,ZP13,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,30957,17
5010603285,ZP13,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31907,17
5010603286,ZP13,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31907,17
5010603287,ZP01,14.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,1000,NCR Zonal Office,29722,5
5010603288,ZP13,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31907,17
5010603289,ZP01,14.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,21517,15
5010603290,ZP13,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32030,17
5010603291,ZP13,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32030,17
5010603292,ZP13,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32030,17
5010603293,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,30302,10
5010603294,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,30302,10
5010603295,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1100,CHANDIGARH ZNLOffice,31070,20
5010603296,ZP01,14.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,22524,21
5010603297,ZP01,14.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21453,15
5010603298,ZP01,14.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1000,NCR Zonal Office,28737,20
5010603299,ZP01,14.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1000,NCR Zonal Office,30302,4.85
5010603300,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,30302,14.95
5010603301,ZP01,14.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,25781,25
5010603302,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,21
5010603303,ZP01,14.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,31266,21
5010603304,ZP01,14.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,31325,20
5010603305,ZP01,14.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21453,6
5010603306,ZP01,14.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21453,19
5010603307,ZP01,14.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21445,21
5010603308,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,21
5010603309,ZP01,14.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,31325,25
5010603310,ZP01,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,30240,21
5010603311,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,15
5010603312,ZP01,14.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1000,NCR Zonal Office,30952,20
5010603313,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,31619,15
5010603314,ZP01,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,30240,21
5010603315,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,15
5010603316,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,27027,20
5010603317,ZP01,14.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,31325,25
5010603318,ZP01,14.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,1400,BHOPAL Zonal Office,31007,10
5010603319,ZP01,14.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,1400,BHOPAL Zonal Office,31007,10
5010603320,ZP01,14.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,1200,JAIPUR Zonal Office,20102,15
5010603321,ZP01,14.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21517,5
5010603322,ZP01,14.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,21517,16
5010603323,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1300,LUCKNOW Zonal Office,30211,21
5010603324,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,31317,21
5010603325,ZP01,14.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,1000,NCR Zonal Office,30990,10
5010603326,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,30938,15
5010603327,ZP01,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,30240,21
5010603328,ZP01,14.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,21517,25
5010603329,ZP01,14.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,21517,15
5010603330,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,27027,10
5010603331,ZP01,14.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,29038,20
5010603332,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,26
5010603333,ZP01,14.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,28072,21
5010603334,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,30938,5
5010603335,ZP01,14.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,1000,NCR Zonal Office,30990,5
5010603336,ZP01,14.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,30240,15
5010603337,ZP01,14.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,30654,14.894
5010603343,ZP01,15.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,1000,NCR Zonal Office,30938,15
5010603344,ZP01,15.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,29635,21
5010603345,ZP01,15.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,21517,21
5010603346,ZP01,15.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1300,LUCKNOW Zonal Office,30211,21
5010603347,ZP01,15.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,31262,15.5
5010603348,ZP01,15.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,31254,16
5010603349,ZP01,15.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,31254,16
5010603350,ZP01,15.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,30938,20
5010603353,ZP01,15.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,1000,NCR Zonal Office,29722,15
5010603354,ZP01,15.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,4100,HYDERABAD ZNL Office,25095,21
5010603355,ZP01,15.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,30240,2
5010603356,ZP01,15.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,30240,23
5010603357,ZP01,15.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,30654,19.524
5010603358,ZP01,15.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1000,NCR Zonal Office,30952,16
5010603361,ZP01,15.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,4100,HYDERABAD ZNL Office,25405,8
5010603364,ZP01,15.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2100,AHMEDABAD ZNL Office,26702,16
5010603366,ZP01,15.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1300,LUCKNOW Zonal Office,30211,21
5010603369,ZP01,15.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1300,LUCKNOW Zonal Office,30211,20
5010603370,ZP01,15.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,21517,25
5010603371,ZP01,15.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,30240,25
5010603372,ZP01,15.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,4000,CHENNAI Zonal Office,28771,21
5010603373,ZP01,15.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,21517,21
5010603374,ZP13,15.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31001,17
5010603375,ZP13,15.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31001,17
5010603376,ZP13,15.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31001,17
5010603377,ZP13,15.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31001,17
5010603378,ZP01,15.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,30654,19.873
5010603379,ZP13,15.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,31001,17
