"Material.group","Plant","Sales.Office","Billing.Qty.Base.UoM","Lower_Predicted_Value","Higher_Predicted_Value","Date"
"FG0001",5010,"1300",20,1974153.38874906,1993894.92263655,2018-01-07
"FG0023",5010,"2000",25,2484466.0531701,2509310.7137018,2018-01-07
"FG0023",5010,"2000",25,2484466.0531701,2509310.7137018,2018-01-07
"FG0022",5010,"2000",21,1998306.92638691,2018289.99565078,2018-01-07
"FG0022",5010,"2000",21,1998306.92638691,2018289.99565078,2018-01-07
"FG0023",5010,"2000",25.5,2536365.96362168,2561729.62325789,2018-01-07
"FG0001",5010,"2000",16,1531175.7367384,1546487.49410578,2018-01-07
"FG0023",5010,"1000",15,1465992.36249483,1480652.28611977,2018-01-07
"FG0022",5010,"2000",15,1375508.00096805,1389263.08097773,2018-01-07
"FG0022",5010,"2000",15,1375508.00096805,1389263.08097773,2018-01-07
"FG0014",5010,"2000",21,2069286.68594912,2089979.55280861,2018-01-07
"FG0023",5010,"4100",5,416580.796431273,420746.604395586,2018-01-07
"FG0023",5010,"2000",20,1965466.94865438,1985121.61814093,2018-01-07
"FG0001",5010,"1300",15,1455154.28423335,1469705.82707568,2018-01-07
"FG0001",5010,"1300",11,1039955.00062077,1050354.55062698,2018-01-07
"FG0001",5010,"1300",14,1351354.46333019,1364868.0079635,2018-01-07
"FG0014",5010,"1200",5,431638.853486761,435955.242021629,2018-01-07
"FG0014",5010,"1200",5,431638.853486761,435955.242021629,2018-01-07
"FG0014",5010,"1200",15,1469637.06251821,1484333.43314339,2018-01-07
"FG0023",5010,"2000",25,2484466.0531701,2509310.7137018,2018-01-07
"FG0014",5010,"4100",12,1143199.45914488,1154631.45373632,2018-01-07
"FG0003",5010,"4100",4,308550.15581134,311635.657369453,2018-01-07
"FG0001",5010,"2000",21,2050174.84125412,2070676.58966666,2018-01-07
"FG0014",5010,"1400",20,1970754.74838814,1990462.29587202,2018-01-07
"FG0002",5010,"1300",15,1474804.97846638,1489553.02825104,2018-01-07
"FG0014",5010,"1100",15,1471198.77731068,1485910.76508379,2018-01-07
"FG0014",5010,"1200",10,950637.958002478,960144.337582503,2018-01-07
"FG0003",5010,"1200",10,946387.221894085,955851.094113026,2018-01-07
"FG0001",5010,"2000",21,2050174.84125412,2070676.58966666,2018-01-07
"FG0003",5010,"1300",15,1470015.39281996,1484715.54674816,2018-01-07
"FG0023",5010,"1000",20,1984991.46701054,2004841.38168065,2018-01-07
"FG0001",5010,"2100",16,1529826.6968611,1545124.96382971,2018-01-07
"FG0014",5010,"2000",21,2069286.68594912,2089979.55280861,2018-01-07
"FG0023",5010,"2000",20,1965466.94865438,1985121.61814093,2018-01-07
"FG0002",5010,"1400",10,933295.388894722,942628.342783669,2018-01-07
"FG0002",5010,"1400",3,206696.642572716,208763.608998443,2018-01-07
"FG0014",5010,"1400",3,206157.793034688,208219.370965035,2018-01-07
"FG0014",5010,"1200",20,1988471.28655542,2008355.99942098,2018-01-08
"FG0001",5010,"2000",21,2050009.96077561,2070510.06038337,2018-01-08
"FG0014",5010,"1200",15,1469472.18203971,1484166.9038601,2018-01-08
"FG0001",5010,"1300",15,1454989.40375485,1469539.29779239,2018-01-08
"FG0003",5010,"3000",15,1433677.09257841,1448013.8635042,2018-01-08
"FG0001",5010,"2000",16,1531010.8562599,1546320.9648225,2018-01-08
"FG0023",5010,"2000",20,1965302.06817588,1984955.08885764,2018-01-08
"FG0014",5010,"1200",10,950473.077523977,959977.808299216,2018-01-08
"FG0003",5010,"1200",10,946222.341415584,955684.56482974,2018-01-08
"FG0023",5010,"2000",21,2069101.88907902,2089792.90796981,2018-01-08
"FG0003",5010,"2000",20,1961071.24845909,1980681.96094368,2018-01-08
"FG0023",5010,"4200",21,2076779.48970176,2097547.28459878,2018-01-08
"FG0014",5010,"1200",15,1469472.18203971,1484166.9038601,2018-01-08
"FG0002",5010,"1200",3,224413.180739999,226657.312547399,2018-01-08
"FG0001",5010,"1200",2,100962.665603831,101972.29225987,2018-01-08
"FG0002",5010,"1200",10,951011.927062005,960522.046332625,2018-01-08
"FG0003",5010,"2000",17,1649671.78574964,1666168.50360714,2018-01-08
"FG0003",5010,"2000",3,196474.293105632,198439.036036688,2018-01-08
"FG0003",5010,"2000",21,2064871.06936222,2085519.78005585,2018-01-08
"FG0003",5010,"2000",21,2064871.06936222,2085519.78005585,2018-01-08
"FG0001",5010,"2000",21,2049845.08029711,2070343.53110008,2018-01-09
"FG0023",5010,"2000",21,2068937.00860052,2089626.37868652,2018-01-09
"FG0001",5010,"1300",16,1558624.34417948,1574210.58762128,2018-01-09
"FG0001",5010,"1000",15,1446570.67323442,1461036.37996676,2018-01-09
"FG0002",5010,"2100",16,1549147.63013713,1564639.1064385,2018-01-09
"FG0002",5010,"2100",5,407349.600202546,411423.096204571,2018-01-09
"FG0002",5010,"4100",16,1558607.83133848,1574193.90965187,2018-01-09
"FG0023",5010,"2000",21,2068937.00860052,2089626.37868652,2018-01-09
"FG0001",5010,"2100",11,1010497.83138838,1020602.80970227,2018-01-09
"FG0001",5010,"2100",5,387698.905969515,391575.895029211,2018-01-09
"FG0002",5010,"4000",21,2070840.55302496,2091548.95855521,2018-01-09
"FG0001",5010,"2100",21,2048496.04041982,2068981.00082402,2018-01-09
"FG0001",5010,"2000",16,1530845.9757814,1546154.43553921,2018-01-09
"FG0001",5010,"1300",20,1973823.62779206,1993561.86406998,2018-01-09
"FG0001",5010,"2100",16,1529496.9359041,1544791.90526314,2018-01-09
"FG0001",5010,"4000",21,2051189.85879193,2071701.75737985,2018-01-09
"FG0003",5010,"2100",15,1440558.22358757,1454963.80582345,2018-01-09
"FG0001",5010,"2100",16,1529496.9359041,1544791.90526314,2018-01-09
"FG0001",5010,"4200",16,1538523.57640414,1553908.81216818,2018-01-09
"FG0001",5010,"3000",10,899651.998997569,908648.518987545,2018-01-09
"FG0001",5010,"3000",10,899651.998997569,908648.518987545,2018-01-09
"FG0003",5010,"1400",21,2069974.07222588,2090673.81294814,2018-01-09
"FG0001",5010,"1300",20,1973823.62779206,1993561.86406998,2018-01-09
"FG0023",5010,"2000",16,1549937.9040848,1565437.28312565,2018-01-09
"FG0023",5010,"2100",28,2794186.71504523,2822128.58219568,2018-01-09
"FG0003",5010,"2000",21,2064706.18888372,2085353.25077256,2018-01-09
"FG0003",5010,"1300",15,1469685.63186295,1484382.48818158,2018-01-09
"FG0023",5010,"1200",15,1469287.38516961,1483980.25902131,2018-01-09
"FG0023",5010,"1200",15,1469287.38516961,1483980.25902131,2018-01-09
"FG0014",5010,"3000",16,1541562.76911144,1556978.39680255,2018-01-09
"FG0023",5010,"1200",20,1988286.48968533,2008169.35458218,2018-01-09
"FG0014",5010,"3000",5,399764.739176854,403762.386568623,2018-01-09
"FG0014",5010,"1200",10,950308.197045475,959811.27901593,2018-01-09
"FG0023",5010,"4000",21,2070281.78709534,2090984.60496629,2018-01-09
"FG0022",5010,"1000",20,1913701.86288293,1932838.88151176,2018-01-09
"FG0001",5010,"1000",25,2484568.88226585,2509414.57108851,2018-01-09
"FG0003",5010,"2100",25,2478556.43261901,2503341.9969452,2018-01-09
"FG0022",5010,"2000",6,440979.851882756,445389.650401583,2018-01-09
"FG0023",5010,"2000",5,408139.874150217,412221.272891719,2018-01-09
"FG0001",5010,"2000",5,389047.945846811,392938.425305279,2018-01-09
"FG0023",5010,"2000",15.4,1487658.01154292,1502534.59165835,2018-01-09
"FG0014",5010,"2000",21,2068956.92499211,2089646.49424204,2018-01-09
"FG0023",5010,"2000",5.6,470419.766692102,475123.964359023,2018-01-09
"FG0003",5010,"2000",4,300109.233530283,303110.325865586,2018-01-09
"FG0002",5010,"4100",5,416809.801403895,420977.899417934,2018-01-09
"FG0023",5010,"2100",14,1340989.22240122,1354399.11462523,2018-01-09
"FG0001",5010,"2100",9,802898.189582095,810927.171477915,2018-01-09
"FG0001",5010,"2100",6,491498.726872668,496413.714141394,2018-01-09
"FG0022",5010,"2100",1,-79368.2925102711,-80161.9754353738,2018-01-09
"FG0001",5010,"4200",21,2057522.68091986,2078097.90772905,2018-01-09
"FG0014",5010,"2000",16,1549957.8204764,1565457.39868116,2018-01-09
"FG0023",5010,"2100",21,2067587.96872322,2088263.84841045,2018-01-09
"FG0023",5010,"2100",4,302991.013369784,306020.923503482,2018-01-09
"FG0022",5010,"2000",16,1478978.06091419,1493767.84152333,2018-01-09
"FG0001",5010,"2100",21,2048496.04041982,2068981.00082402,2018-01-09
"FG0001",5010,"1300",11,1039625.23966376,1050021.4920604,2018-01-09
"FG0001",5010,"1300",5,416826.314244896,420994.577387345,2018-01-09
"FG0001",5010,"2100",5,387698.905969515,391575.895029211,2018-01-09
"FG0022",5010,"2100",12,1062429.73742431,1073054.03479856,2018-01-09
"FG0001",5010,"2100",3,180099.264163226,181900.256804858,2018-01-09
"FG0022",5010,"2100",2,24431.5283928812,24675.84367681,2018-01-09
"FG0001",5010,"2100",4,283899.085066378,286738.075917042,2018-01-09
"FG0022",5010,"4200",25,2420854.04966523,2445062.59016188,2018-01-09
"FG0001",5010,"2100",13,1218097.47319467,1230278.44792662,2018-01-09
"FG0022",5010,"1300",16,1506756.42931227,1521823.9936054,2018-01-09
"FG0023",5010,"2100",1,-8408.44933965802,-8492.5338330546,2018-01-09
"FG0001",5010,"2100",2,76299.4432600886,77062.4376926894,2018-01-09
"FG0022",5010,"2000",21,1997977.16542991,2017956.9370842,2018-01-09
"FG0022",5010,"2000",4,233380.210076466,235714.012177231,2018-01-09
"FG0023",5010,"2100",2,95391.3715634942,96345.2852791292,2018-01-09
"FG0001",5010,"3000",21,2041450.02893215,2061864.52922148,2018-01-09
"FG0003",5010,"2100",21,2063357.14900643,2083990.72049649,2018-01-09
"FG0003",5010,"2000",21,2064706.18888372,2085353.25077256,2018-01-09
"FG0001",5010,"2100",3,180099.264163226,181900.256804858,2018-01-09
"FG0003",5010,"2100",21,2063357.14900643,2083990.72049649,2018-01-09
"FG0001",5010,"2100",28,2775094.78674182,2802845.73460924,2018-01-09
"FG0003",5010,"2000",21,2064541.30840522,2085186.72148927,2018-01-10
"FG0001",5010,"2100",21,2048331.15994132,2068814.47154073,2018-01-10
"FG0003",5010,"2000",20,1960741.48750208,1980348.9023771,2018-01-10
"FG0003",5010,"2000",20,1960741.48750208,1980348.9023771,2018-01-10
"FG0001",5010,"2100",21,2048331.15994132,2068814.47154073,2018-01-10
"FG0002",5010,"2000",15,1446531.96863279,1460997.28831912,2018-01-10
"FG0002",5010,"2100",21,2067981.85417435,2088661.67271609,2018-01-10
"FG0002",5010,"2100",16,1548982.74965863,1564472.57715522,2018-01-10
"FG0001",5010,"4200",18,1745958.33773193,1763417.92110925,2018-01-10
"FG0003",5010,"4200",3,203822.132771373,205860.354099087,2018-01-10
"FG0002",5010,"2000",15,1446531.96863279,1460997.28831912,2018-01-10
"FG0002",5010,"2100",16,1548982.74965863,1564472.57715522,2018-01-10
"FG0014",5010,"1200",15,1469142.42108271,1483833.84529353,2018-01-10
"FG0022",5010,"2000",16,1478813.18043569,1493601.31224004,2018-01-10
"FG0022",5010,"2100",8,647065.573333248,653536.229066581,2018-01-10
"FG0022",5010,"2100",8,647065.573333248,653536.229066581,2018-01-10
"FG0022",5010,"2000",16,1478813.18043569,1493601.31224004,2018-01-10
"FG0014",5010,"2000",16,1549792.9399979,1565290.86939788,2018-01-10
"FG0022",5010,"2000",16,1478813.18043569,1493601.31224004,2018-01-10
"FG0001",5010,"2100",21,2048331.15994132,2068814.47154073,2018-01-10
"FG0001",5010,"2000",21,2049680.19981861,2070177.0018168,2018-01-10
"FG0001",5010,"2100",21,2048331.15994132,2068814.47154073,2018-01-10
"FG0001",5010,"3000",12,1107086.76032536,1118157.62792861,2018-01-10
"FG0001",5010,"3000",9,795687.29761593,803644.17059209,2018-01-10
"FG0002",5010,"2000",8,719933.222310781,727132.554533889,2018-01-10
"FG0002",5010,"2000",8,719933.222310781,727132.554533889,2018-01-10
"FG0001",5010,"1200",15,1450030.5763877,1464530.88215158,2018-01-10
"FG0001",5010,"2100",15,1425532.23452246,1439787.55686769,2018-01-10
"FG0001",5010,"2100",21,2048331.15994132,2068814.47154073,2018-01-10
"FG0023",5010,"2000",21,2068772.12812202,2089459.84940324,2018-01-10
"FG0023",5010,"2000",10,926974.098187432,936243.839169306,2018-01-10
"FG0022",5010,"2000",6,440814.971404254,445223.121118297,2018-01-10
"FG0001",5010,"2000",21,2049680.19981861,2070177.0018168,2018-01-10
"FG0023",5010,"2100",15.963,1544583.39035559,1560029.22425914,2018-01-10
"FG0002",5010,"1000",15,1466056.48698895,1480717.05185884,2018-01-10
"FG0001",5010,"4200",21,2057357.80044135,2077931.37844577,2018-01-10
"FG0001",5010,"1300",15,1454659.64279784,1469206.23922582,2018-01-10
"FG0022",5010,"1000",20,1913536.98240443,1932672.35222847,2018-01-10
"FG0002",5010,"4200",21,2077008.49467438,2097778.57962113,2018-01-10
"FG0001",5010,"1200",15,1450030.5763877,1464530.88215158,2018-01-10
"FG0023",5010,"2100",16,1548423.983729,1563908.22356629,2018-01-10
"FG0023",5010,"1200",15,1469122.50469111,1483813.72973802,2018-01-10
"FG0022",5010,"4200",21,2005489.88557415,2025544.78442989,2018-01-10
"FG0001",5010,"2000",25,2464879.48343119,2489528.2782655,2018-01-10
"FG0022",5010,"4200",4,240892.930220708,243301.859522915,2018-01-10
"FG0001",5010,"4200",5,396560.665991053,400526.272650964,2018-01-10
"FG0022",5010,"4200",16,1486490.78105843,1501355.68886902,2018-01-10
"FG0003",5010,"1300",4.946,425917.352024242,430176.525544485,2018-01-10
"FG0022",5010,"1300",11,987592.444318056,997468.368761237,2018-01-10
"FG0014",5010,"2000",16,1549792.9399979,1565290.86939788,2018-01-10
"FG0001",5010,"1000",25,2484404.00178735,2509248.04180522,2018-01-10
"FG0022",5010,"2000",21,1997812.2849514,2017790.40780092,2018-01-10
"FG0002",5010,"2100",16,1548982.74965863,1564472.57715522,2018-01-10
"FG0003",5010,"4200",21,2072218.90902796,2092941.09811824,2018-01-10
"FG0022",5010,"4200",21,2005489.88557415,2025544.78442989,2018-01-10
"FG0022",5010,"4200",4,240892.930220708,243301.859522915,2018-01-10
"FG0023",5010,"2000",20,1964972.30721888,1984622.03029107,2018-01-10
"FG0014",5010,"1000",15,1465517.63745092,1480172.81382543,2018-01-10
"FG0023",5010,"2100",21,2067423.08824472,2088097.31912717,2018-01-10
"FG0023",5010,"2100",5,406625.95379442,410692.213332364,2018-01-10
"FG0002",5010,"1400",21,2074598.7773938,2095344.76516774,2018-01-10
"FG0023",5010,"1400",5,413242.877013877,417375.305784016,2018-01-10
"FG0023",5010,"1400",11,1036041.80243275,1046402.22045707,2018-01-10
"FG0022",5010,"2000",21,1997812.2849514,2017790.40780092,2018-01-10
"FG0023",5010,"2000",20,1964972.30721888,1984622.03029107,2018-01-10
"FG0001",5010,"4200",21,2057357.80044135,2077931.37844577,2018-01-10
"FG0023",5010,"2000",21,2068772.12812202,2089459.84940324,2018-01-10
"FG0022",5010,"2000",21,1997812.2849514,2017790.40780092,2018-01-10
"FG0023",5010,"2000",25,2483971.4117346,2508811.12585194,2018-01-10
"FG0023",5010,"2100",20.876,2054551.91045274,2075097.42955727,2018-01-10
"FG0003",5010,"2000",16,1545377.32341102,1560831.09664513,2018-01-11
"FG0003",5010,"4200",21,2072054.02854948,2092774.56883497,2018-01-11
"FG0003",5010,"4200",21,2072054.02854948,2092774.56883497,2018-01-11
"FG0003",5010,"4200",21,2072054.02854948,2092774.56883497,2018-01-11
"FG0003",5010,"4200",4,307457.073196039,310531.643927999,2018-01-11
"FG0002",5010,"2100",16,1548817.86918014,1564306.04787194,2018-01-11
"FG0023",5010,"2100",16,1548259.10325052,1563741.69428302,2018-01-11
"FG0023",5010,"2000",16,1549608.14312781,1565104.22455909,2018-01-11
"FG0002",5010,"1300",5,436147.247520939,440508.719996148,2018-01-11
"FG0001",5010,"1300",5,416496.553287908,420661.518820788,2018-01-11
"FG0002",5010,"1300",6,539947.068424091,545346.539108332,2018-01-11
"FG0001",5010,"1300",4,312696.732384771,315823.699708619,2018-01-11
"FG0002",5010,"1300",14,1370345.63564923,1384049.09200573,2018-01-11
"FG0001",5010,"1300",1,1297.26967532933,1310.24237208262,2018-01-11
"FG0023",5010,"1000",20,1984331.94509655,2004175.26454752,2018-01-11
"FG0022",5010,"4000",11,960993.973936304,970603.913675667,2018-01-11
"FG0002",5010,"4000",10,928712.76213339,937999.889754724,2018-01-11
"FG0001",5010,"3000",20.5,1989220.35752359,2009112.56109883,2018-01-11
"FG0003",5010,"4200",21,2072054.02854948,2092774.56883497,2018-01-11
"FG0002",5010,"4200",2,104647.01703617,105693.487206531,2018-01-11
"FG0002",5010,"4200",19,1869243.97238961,1887936.4121135,2018-01-11
"FG0023",5010,"4200",21,2076284.84826627,2097047.69674894,2018-01-11
"FG0023",5010,"4100",16,1557719.30445187,1573296.49749639,2018-01-11
"FG0023",5010,"4100",5,415921.274517283,420080.487262456,2018-01-11
"FG0003",5010,"4200",10,930255.998614892,939558.558601041,2018-01-11
"FG0001",5010,"4200",11,1019194.71093144,1029386.65804075,2018-01-11
"FG0022",5010,"1000",20,1913372.10192594,1932505.8229452,2018-01-11
"FG0014",5010,"1300",1.97,121094.94064638,122305.890052844,2018-01-11
"FG0023",5010,"2000",21,2068607.24764353,2089293.32011997,2018-01-11
"FG0003",5010,"4200",21,2072054.02854948,2092774.56883497,2018-01-11
"FG0003",5010,"4200",4,307457.073196039,310531.643927999,2018-01-11
"FG0023",5010,"2000",16,1549608.14312781,1565104.22455909,2018-01-11
"FG0023",5010,"2000",21,2068607.24764353,2089293.32011997,2018-01-11
"FG0002",5010,"4100",6,520279.86135006,525482.65996356,2018-01-11
"FG0022",5010,"2000",8,648249.732732058,654732.230059378,2018-01-11
"FG0022",5010,"2000",8,648249.732732058,654732.230059378,2018-01-11
"FG0022",5010,"1000",15,1394372.99741022,1408316.72738433,2018-01-11
"FG0003",5010,"4100",21,2072487.58925079,2093212.4651433,2018-01-11
"FG0023",5010,"2000",10,926809.217708945,936077.309886035,2018-01-11
"FG0003",5010,"2000",10,922578.397992149,931804.18197207,2018-01-11
"FG0023",5010,"4200",21,2076284.84826627,2097047.69674894,2018-01-11
"FG0022",5010,"1000",20,1913372.10192594,1932505.8229452,2018-01-11
"FG0022",5010,"4000",21,1998992.18296774,2018982.10479741,2018-01-11
"FG0014",5010,"4100",5,415941.190908879,420100.602817968,2018-01-11
"FG0023",5010,"2000",25,2483806.53125611,2508644.59656867,2018-01-11
"FG0023",5010,"1000",15,1465332.84058084,1479986.16898664,2018-01-11
"FG0023",5010,"2000",21,2068607.24764353,2089293.32011997,2018-01-11
"FG0023",5010,"2000",21,2068442.36716503,2089126.79083668,2018-01-12
"FG0022",5010,"2100",21,1996133.48411712,2016094.81895829,2018-01-12
"FG0022",5010,"1000",20,1913207.22144744,1932339.29366191,2018-01-12
"FG0022",5010,"1000",25,2432206.32596315,2456528.38922279,2018-01-12
"FG0022",5010,"1000",20,1913207.22144744,1932339.29366191,2018-01-12
"FG0023",5010,"1000",16.228,1592634.14017139,1608560.48157311,2018-01-12
"FG0023",5010,"4100",21,2076553.52848908,2097319.06377397,2018-01-12
"FG0023",5010,"2000",21,2068442.36716503,2089126.79083668,2018-01-12
"FG0023",5010,"2000",24,2379841.82987447,2403640.24817322,2018-01-12
"FG0023",5010,"2000",21,2068442.36716503,2089126.79083668,2018-01-12
"FG0022",5010,"1000",20,1913207.22144744,1932339.29366191,2018-01-12
"FG0023",5010,"2000",25,2483806.53125611,2508644.59656867,2018-01-11
"FG0023",5010,"2000",21,2068442.36716503,2089126.79083668,2018-01-12
"FG0023",5010,"1000",20,1984167.06461805,2004008.73526423,2018-01-12
"FG0023",5010,"2000",25,2483641.65077761,2508478.06728538,2018-01-12
"FG0003",5010,"2100",16,1543863.40305522,1559302.03708577,2018-01-12
"FG0023",5010,"2000",25,2483641.65077761,2508478.06728538,2018-01-12
"FG0023",5010,"2000",20,1964642.54626189,1984288.97172451,2018-01-12
"FG0001",5010,"1000",10,927076.927283198,936347.69655603,2018-01-12
"FG0001",5010,"2000",16,1530351.33434591,1545654.84768937,2018-01-12
"FG0003",5010,"1300",15,1469190.99042746,1483882.90033174,2018-01-12
"FG0003",5010,"2100",21,2062862.50757094,2083491.13264665,2018-01-12
"FG0023",5010,"2000",21,2068442.36716503,2089126.79083668,2018-01-12
"FG0023",5010,"2000",21,2068442.36716503,2089126.79083668,2018-01-12
"FG0002",5010,"2100",21,2067652.09321736,2088328.61414953,2018-01-12
"FG0014",5010,"2000",21,2068462.28355663,2089146.90639219,2018-01-12
"FG0001",5010,"2000",21,2049350.43886162,2069843.94325024,2018-01-12
"FG0002",5010,"2100",26,2586651.19773307,2612517.70971041,2018-01-12
"FG0002",5010,"2100",21,2067652.09321736,2088328.61414953,2018-01-12
"FG0023",5010,"2000",16,1549443.26264931,1564937.69527581,2018-01-12
"FG0003",5010,"4100",16,1553323.60425657,1568856.84029914,2018-01-12
